CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
138095,65,0,26,10,5,18,10,30,898,13,1
138097,39,0,24,6,7,25,10,30,685,2,1
138098,21,0,55,24,10,7,50,30,743,13,1
138099,54,0,36,3,10,11,50,30,249,17,1
138100,47,0,45,6,6,22,50,365,357,29,1
138101,65,0,50,30,10,29,10,30,117,10,1
138102,41,0,42,16,5,2,50,90,903,14,1
138103,27,1,5,18,6,10,100,90,416,12,1
138104,61,1,36,26,0,28,10,30,944,14,1
138105,47,0,28,26,3,30,10,365,880,19,1
138106,52,0,10,12,9,27,50,90,177,27,1
138107,41,0,13,11,7,18,100,90,304,18,1
138108,30,1,18,8,4,15,50,30,963,15,1
138109,30,0,34,13,6,23,100,30,505,12,1
138110,36,0,46,18,4,28,100,90,481,13,1
138111,55,0,16,28,4,22,10,90,628,25,1
138112,23,0,45,5,8,30,10,365,455,9,1
138113,31,1,16,30,9,20,50,30,575,5,1
138114,54,0,9,18,9,8,50,30,739,7,1
138115,30,0,11,13,8,19,10,90,354,4,1
138116,46,0,26,21,3,4,100,365,989,20,1
138117,40,1,21,4,4,12,50,30,245,30,1
138118,25,0,46,15,4,8,100,90,882,24,1
138119,22,0,14,19,9,28,100,30,669,19,1
138120,63,0,7,9,1,13,100,90,921,18,1
138121,24,1,32,9,5,28,10,365,689,24,1
138122,34,1,11,3,6,28,10,90,219,12,1
138123,63,1,4,30,0,23,50,90,794,3,1
138124,62,1,19,14,8,19,10,30,937,12,1
138125,25,0,17,2,10,19,10,30,795,3,1
138126,53,1,32,4,6,15,100,30,738,16,1
138127,48,0,23,11,8,25,100,30,672,12,1
138128,64,0,20,18,10,9,100,365,627,27,1
138129,52,0,22,16,7,23,10,365,950,16,1
138130,63,0,15,27,9,16,10,90,308,27,1
138131,39,1,35,13,8,14,10,365,328,21,1
138132,39,0,23,30,5,12,10,365,673,20,1
138133,20,0,36,12,7,24,50,365,770,19,1
138134,31,0,10,9,1,12,10,30,876,24,1
138135,18,1,58,24,0,8,100,90,356,24,1
138136,36,0,5,25,5,1,50,30,455,2,1
138137,18,0,37,19,4,2,100,90,498,21,1
138138,62,1,46,18,7,23,10,365,636,21,1
138139,49,0,5,10,7,26,100,365,926,23,1
138140,58,0,37,24,3,10,50,365,475,2,1
138141,36,1,32,5,6,8,10,365,806,21,1
138142,31,1,49,8,7,13,10,90,235,14,1
138143,36,0,7,24,4,17,100,30,528,16,1
138144,30,1,46,10,7,6,50,90,763,13,1
138145,39,1,48,23,7,12,10,365,692,12,1
138146,27,0,27,25,3,13,100,90,244,21,1
138147,29,0,17,13,9,18,10,90,811,17,1
138148,57,0,37,16,8,18,50,90,884,3,1
138149,38,1,25,21,8,22,100,30,775,1,1
138150,49,1,5,11,7,14,50,90,732,10,1
138151,62,1,53,12,7,4,100,365,626,17,1
138152,59,0,1,10,4,9,10,90,593,10,1
138153,41,1,51,27,0,30,50,90,320,27,1
138154,55,0,56,26,6,19,10,30,562,23,1
138155,33,0,42,12,7,18,50,30,434,15,1
138156,38,1,35,5,10,14,10,90,310,3,1
138157,56,0,43,25,9,24,100,30,268,17,1
138158,43,1,53,23,3,5,50,365,266,23,1
138159,60,0,55,25,10,20,100,30,855,25,1
138160,55,1,18,5,5,22,50,365,267,27,1
138161,42,0,2,21,5,23,100,30,140,12,1
138162,52,1,37,3,3,23,50,365,550,25,1
138163,23,1,5,5,4,29,10,30,444,30,1
138164,35,0,48,17,2,30,50,365,493,13,1
138165,55,0,20,16,2,24,10,90,910,23,1
138167,62,1,26,5,4,25,50,90,677,9,1
138168,42,0,60,17,10,16,50,90,645,28,1
138169,28,0,31,6,10,1,10,90,248,9,1
138170,63,1,30,11,2,18,50,365,162,29,1
138171,52,1,25,21,6,7,50,365,774,5,1
138172,30,0,18,23,8,1,100,365,985,11,1
138173,65,1,22,30,9,22,100,365,470,27,1
138174,23,0,12,12,0,2,100,365,145,10,1
138175,51,0,7,25,3,16,50,30,140,12,1
138176,33,0,6,2,0,16,10,90,866,20,1
138177,56,0,33,5,0,24,100,365,730,30,1
138178,32,1,19,27,8,26,50,90,790,21,1
138180,46,0,2,5,7,4,10,365,250,12,1
138181,44,0,46,23,4,24,100,90,784,4,1
138182,47,1,26,22,3,16,50,30,627,14,1
138183,31,1,30,24,10,4,10,30,637,23,1
138184,55,0,52,25,6,30,100,365,947,21,1
138185,31,0,27,17,10,18,50,30,765,3,1
138186,62,0,4,1,8,25,50,90,563,18,1
138187,20,0,43,29,7,19,50,90,399,17,1
138189,59,0,54,22,2,20,100,30,420,22,1
138190,61,0,8,2,6,16,100,30,601,29,1
138191,28,0,48,29,6,2,50,30,871,25,1
138192,39,0,55,13,8,14,10,30,333,1,1
138193,57,1,23,3,0,19,50,30,182,12,1
138194,45,1,21,2,2,12,100,90,174,28,1
138195,64,1,8,27,4,9,50,90,922,25,1
138197,64,0,17,6,4,7,100,365,863,16,1
138198,65,1,51,22,7,10,100,365,467,1,1
138199,34,1,20,30,0,27,10,30,102,2,1
138200,27,1,50,20,8,13,50,30,603,16,1
138202,58,0,25,10,4,13,10,365,207,12,1
138203,54,0,35,24,2,17,100,365,786,1,1
138204,30,1,58,2,8,29,10,90,590,6,1
138205,35,0,28,14,4,18,100,30,254,3,1
138206,40,0,25,24,4,4,10,365,536,23,1
138207,56,0,34,18,10,13,100,30,275,30,1
138208,30,1,12,22,4,4,100,365,998,12,1
138210,48,1,30,3,2,28,50,30,320,11,1
138211,50,0,19,18,6,16,100,90,811,15,1
138212,36,1,59,1,5,9,100,365,991,25,1
138213,22,0,15,25,4,7,100,30,173,28,1
138214,41,1,47,22,1,9,100,365,488,21,1
138215,30,0,27,1,9,6,100,365,271,28,1
138216,27,0,19,16,3,26,100,365,325,23,1
138217,51,0,51,8,7,21,50,90,858,11,1
138218,33,1,38,13,2,2,10,365,327,21,1
138219,52,0,5,11,0,16,10,90,575,7,1
138220,28,1,23,20,7,28,50,30,196,2,1
138221,18,0,18,30,5,20,50,30,139,23,1
138222,51,1,38,19,9,5,10,365,840,28,1
138224,19,1,23,16,9,4,10,30,574,9,1
138225,42,0,38,21,4,21,100,365,129,21,1
138226,56,0,12,4,1,19,100,365,561,2,1
138227,58,0,23,22,3,18,100,30,792,27,1
138228,60,1,22,6,6,4,100,365,686,12,1
138229,26,0,11,2,8,29,10,90,166,19,1
138230,56,1,1,4,9,26,100,30,301,28,1
138231,47,0,48,23,3,7,50,365,481,30,1
138232,59,0,13,18,5,5,50,30,171,3,1
138234,55,1,40,1,8,19,100,30,946,4,1
138235,32,1,21,24,5,24,100,30,689,9,1
138236,34,1,10,1,2,14,10,90,304,15,1
138237,28,1,55,17,5,22,10,365,445,8,1
138238,56,1,9,14,3,3,10,90,759,11,1
138239,33,0,35,26,0,29,10,30,600,11,1
138240,52,0,55,27,3,17,100,90,974,6,1
138241,34,0,16,2,6,16,10,365,996,14,1
138242,25,1,14,29,0,25,100,90,994,21,1
138243,58,0,35,22,1,13,100,90,772,9,1
138244,19,1,53,14,9,0,100,30,965,26,1
138246,28,1,43,28,4,14,100,30,740,16,1
138247,20,1,21,17,9,5,50,30,329,3,1
138248,51,0,18,13,2,28,10,30,496,21,1
138249,51,1,19,17,0,29,50,90,273,11,1
138250,49,0,37,28,0,22,50,365,927,9,1
138251,59,0,17,11,4,5,50,30,337,15,1
138252,18,1,29,28,6,20,50,365,488,26,1
138253,44,1,19,2,3,9,100,30,490,10,1
138254,35,1,12,4,0,1,10,30,182,1,1
138255,41,0,23,17,10,25,10,30,782,26,1
138256,45,0,56,10,1,21,100,365,920,7,1
138257,64,1,54,16,3,16,10,90,252,14,1
138258,30,0,57,19,6,16,50,365,272,27,1
138259,22,0,24,10,9,1,50,30,868,10,1
138260,52,1,28,13,10,4,50,90,398,24,1
138261,63,1,53,1,5,22,100,30,188,5,1
138262,42,1,4,20,7,30,10,90,722,23,1
138263,29,0,47,20,0,4,10,90,312,15,1
138264,39,1,55,16,1,22,100,90,991,16,1
138265,62,1,15,1,8,18,10,30,112,12,1
138266,56,1,35,30,6,8,10,30,763,10,1
138267,64,1,6,25,3,29,50,365,550,30,1
138269,46,1,19,21,5,5,10,365,940,3,1
138270,23,0,34,24,9,25,100,90,986,8,1
138271,35,1,54,17,1,2,50,30,692,3,1
138272,41,0,42,9,5,13,100,30,634,26,1
138274,50,0,13,27,10,10,100,365,463,21,1
138275,36,1,25,30,6,6,10,30,278,18,1
138277,35,0,13,29,8,1,50,30,365,13,1
138278,37,1,53,2,8,9,50,30,581,2,1
138279,18,1,28,6,8,6,50,365,261,29,1
138280,57,1,19,22,9,9,100,30,633,9,1
138281,53,0,25,28,6,2,100,365,419,23,1
138282,37,1,50,26,9,6,10,90,692,28,1
138283,59,0,25,11,2,12,50,365,948,9,1
138284,41,1,1,6,7,13,50,30,635,16,1
138285,30,0,10,10,1,29,100,365,541,9,1
138286,35,0,5,17,7,27,10,90,548,16,1
138287,55,1,21,29,0,7,100,90,484,21,1
138288,25,0,8,19,4,18,50,30,867,24,1
138289,29,1,8,15,9,2,50,90,629,27,1
138290,19,1,38,9,4,20,100,90,990,16,1
138291,22,1,46,4,9,9,100,90,618,11,1
138292,51,0,7,5,7,23,10,30,994,24,1
138293,48,0,26,1,3,14,10,90,124,26,1
138295,46,0,51,17,4,28,50,30,759,19,1
138297,25,0,10,30,9,16,10,365,709,16,1
138298,27,0,36,17,4,26,100,90,711,12,1
138299,18,1,8,5,2,17,10,365,411,29,1
138300,42,1,17,7,10,4,10,365,498,9,1
138301,34,0,31,29,4,18,100,365,652,9,1
138302,23,0,55,7,3,24,100,30,137,15,1
138303,41,0,59,25,6,16,100,365,878,16,1
138304,19,1,13,1,5,3,10,90,877,15,1
138305,32,1,18,7,10,10,50,30,610,1,1
138306,50,1,20,20,2,21,10,90,106,11,1
138307,37,1,45,22,10,15,50,90,276,29,1
138308,59,1,34,20,4,2,50,90,606,5,1
138309,55,0,24,29,4,21,10,365,292,30,1
138310,50,1,32,3,6,23,10,30,149,25,1
138311,20,0,7,3,10,11,100,30,949,18,1
138312,56,0,37,1,3,30,10,90,757,17,1
138313,20,1,4,19,4,3,50,365,159,22,1
138314,25,1,27,10,7,2,50,365,167,6,1
138315,31,0,59,13,1,8,10,30,591,13,1
138316,48,1,38,12,7,15,100,365,281,1,1
138317,53,1,45,20,6,23,100,365,278,9,1
138318,62,1,33,29,4,4,100,90,808,20,1
138319,63,1,55,25,3,18,50,30,177,14,1
138320,51,0,9,10,8,17,10,365,666,14,1
138321,30,0,29,18,4,5,50,30,364,26,1
138322,30,1,13,9,6,2,100,365,874,5,1
138323,21,1,46,15,4,22,50,30,117,18,1
138324,52,0,43,16,9,12,100,30,415,17,1
138325,57,1,33,19,4,27,10,30,907,28,1
138326,55,0,60,3,8,23,10,365,935,16,1
138327,18,1,11,2,2,14,10,365,355,10,1
138328,46,1,54,21,2,1,10,365,335,17,1
138329,36,1,3,18,8,5,10,30,817,29,1
138330,54,0,47,1,2,12,50,365,471,24,1
138331,43,1,58,11,7,4,100,90,344,1,1
138332,63,0,22,18,7,16,100,30,337,26,1
138333,22,1,12,12,3,16,100,30,979,23,1
138334,64,0,11,4,1,13,50,365,712,12,1
138335,48,0,14,22,10,28,10,365,979,26,1
138336,24,1,39,16,5,12,10,30,976,17,1
138337,37,1,36,18,10,6,50,365,802,25,1
138338,35,1,55,5,2,30,10,90,442,2,1
138339,59,0,1,8,10,0,50,90,397,11,1
138340,30,0,60,13,2,29,50,30,227,27,1
138341,40,0,45,28,5,19,50,90,705,30,1
138342,40,0,4,21,6,12,50,90,844,8,1
138343,61,1,39,29,1,25,100,90,664,13,1
138344,22,1,35,10,2,0,100,90,270,10,1
138345,56,0,37,24,6,8,100,90,454,12,1
138346,21,0,10,29,1,0,100,90,353,23,1
138347,26,0,52,8,4,10,50,90,734,14,1
138348,23,1,58,4,6,14,50,90,401,13,1
138349,32,1,49,9,9,22,100,30,237,29,1
138350,63,0,35,30,2,0,100,30,973,14,1
138351,42,0,6,23,4,15,100,90,897,25,1
138352,20,0,16,24,5,21,100,90,239,14,1
138354,58,0,52,4,4,0,50,365,167,16,1
138355,63,0,1,2,5,1,50,30,177,2,1
138356,49,0,35,20,7,1,50,30,691,5,1
138357,43,0,8,27,6,16,10,30,110,27,1
138358,35,0,60,12,2,15,100,30,193,14,1
138359,29,0,8,11,5,13,10,365,165,12,1
138360,32,0,45,27,10,21,10,90,224,23,1
138361,51,0,59,19,5,8,50,30,292,17,1
138362,45,1,32,17,5,29,10,365,724,29,1
138363,63,0,60,4,8,23,100,365,438,23,1
138364,64,0,3,7,3,19,50,365,931,8,1
138365,20,1,26,27,4,14,100,365,258,5,1
138366,20,1,50,10,5,11,50,30,293,20,1
138367,26,1,8,5,9,10,50,365,974,14,1
138368,45,0,44,27,6,9,100,365,666,14,1
138369,42,0,34,12,6,29,100,90,264,27,1
138370,55,1,26,26,2,8,50,365,164,7,1
138371,34,1,47,25,8,17,50,30,741,27,1
138372,53,1,47,29,10,0,10,90,551,7,1
138373,19,1,23,18,1,0,10,30,359,24,1
138374,24,1,42,13,1,27,50,90,499,20,1
138375,30,0,13,5,5,26,10,90,419,10,1
138376,55,1,55,11,7,5,100,90,614,30,1
138377,51,0,16,15,1,18,50,30,497,6,1
138378,43,0,12,29,0,11,50,30,203,12,1
138379,39,1,43,14,5,23,10,90,848,11,1
138380,27,1,60,20,0,10,10,90,491,14,1
138381,51,1,14,24,3,23,100,30,815,2,1
138382,25,0,12,7,9,6,10,90,720,20,1
138383,40,1,14,12,5,16,100,30,104,30,1
138385,33,1,1,6,0,26,50,90,951,28,1
138386,18,0,7,23,6,4,100,90,407,16,1
138387,18,0,33,29,5,28,10,90,453,8,1
138388,57,0,43,14,6,27,50,90,939,17,1
138389,26,1,46,10,3,16,50,365,882,4,1
138390,57,1,6,2,4,2,100,30,319,22,1
138391,32,0,48,23,1,16,50,30,880,21,1
138392,48,1,47,17,1,2,100,90,245,29,1
138393,26,1,27,17,1,23,50,90,239,24,1
138394,46,0,54,14,8,19,100,90,113,19,1
138395,40,0,21,22,1,19,100,30,862,4,1
138396,59,0,1,25,10,28,100,90,896,14,1
138397,60,0,58,6,6,8,100,30,143,14,1
138398,24,1,57,19,5,7,100,90,307,22,1
138399,54,1,29,23,0,7,100,90,617,18,1
138400,57,1,51,19,9,7,10,90,327,17,1
138401,52,1,43,30,0,27,100,365,446,2,1
138402,42,0,21,6,3,15,10,30,118,14,1
138403,29,1,35,22,6,20,100,30,793,5,1
138404,53,1,40,12,8,0,50,365,474,5,1
138406,32,0,10,2,7,24,10,30,259,8,1
138407,36,1,45,16,10,22,10,90,394,5,1
138409,61,0,23,21,0,3,10,90,526,8,1
138410,30,0,12,23,4,9,10,90,518,19,1
138411,38,1,56,4,1,24,10,30,772,23,1
138412,48,1,20,24,0,13,10,90,174,10,1
138413,49,1,45,1,0,10,10,90,451,15,1
138414,28,1,56,9,4,8,50,30,311,12,1
138415,28,1,13,15,6,13,50,365,779,30,1
138416,45,0,57,17,3,9,100,30,273,5,1
138417,63,0,7,4,8,23,50,30,169,17,1
138418,41,1,18,16,6,18,10,365,212,20,1
138419,33,0,58,14,8,11,10,365,304,14,1
138420,35,1,14,3,2,10,50,30,628,18,1
138421,51,0,33,13,2,13,10,30,308,13,1
138422,28,0,38,10,2,26,100,90,902,13,1
138423,27,0,14,28,7,30,50,30,914,22,1
138424,45,0,36,16,7,28,10,365,837,8,1
138425,39,0,24,2,8,6,50,90,636,1,1
138427,21,0,21,21,3,22,10,30,630,11,1
138428,23,1,49,20,1,9,10,90,412,9,1
138429,28,0,23,8,1,27,10,30,405,29,1
138430,39,0,32,13,7,27,50,30,104,8,1
138431,59,0,56,16,10,22,10,365,912,30,1
138432,31,0,39,17,3,4,50,30,563,26,1
138433,38,0,25,3,2,12,50,30,405,12,1
138434,63,1,47,23,9,9,50,90,258,10,1
138435,50,1,20,3,6,11,50,90,643,9,1
138436,41,0,19,1,5,22,100,365,942,10,1
138437,19,1,49,10,7,18,100,30,459,30,1
138438,35,0,51,27,6,17,100,90,685,15,1
138439,43,1,45,24,10,13,50,90,532,19,1
138440,38,0,40,4,3,1,100,90,253,1,1
138441,55,1,52,29,8,4,100,365,562,26,1
138442,51,1,31,1,10,5,100,365,967,15,1
138443,18,1,35,6,9,8,50,30,670,19,1
138444,41,1,34,30,10,28,100,30,563,22,1
138445,54,0,18,2,7,0,100,90,514,11,1
138446,62,0,36,11,4,13,10,90,221,5,1
138447,58,0,3,29,4,27,10,365,704,14,1
138448,52,0,40,28,6,1,50,90,985,17,1
138449,50,0,60,25,6,11,10,90,865,26,1
138450,61,1,39,27,8,7,50,90,608,23,1
138451,50,0,58,23,9,1,10,90,628,28,1
138452,52,0,30,11,5,20,100,90,610,19,1
138453,63,0,10,29,6,30,50,30,382,29,1
138454,36,1,57,6,4,20,10,365,938,22,1
138455,24,0,57,4,10,24,100,90,237,7,1
138456,34,1,26,24,9,23,50,90,392,28,1
138457,56,1,44,25,4,17,100,30,620,13,1
138458,57,1,32,2,9,2,100,30,826,3,1
138459,39,1,23,11,6,2,50,30,516,3,1
138460,43,0,1,3,1,29,100,365,571,3,1
138461,50,1,42,9,1,2,100,365,267,10,1
138462,52,0,60,13,7,4,10,30,850,30,1
138463,53,0,48,16,4,18,100,365,296,13,1
138464,24,1,46,1,10,22,50,90,343,24,1
138465,38,0,28,21,0,11,50,365,352,21,1
138466,63,1,11,6,4,5,100,30,336,27,1
138467,45,1,2,22,1,24,100,30,865,7,1
138468,52,0,44,28,4,17,100,30,340,25,1
138469,44,0,13,3,1,14,100,30,635,12,1
138470,62,1,29,1,9,26,50,90,834,26,1
138471,34,0,18,23,3,20,10,90,114,5,1
138472,31,1,2,18,0,14,10,365,951,28,1
138473,42,0,58,16,1,8,10,30,941,19,1
138474,54,1,27,26,6,1,100,365,515,7,1
138475,45,1,49,8,9,14,10,365,934,28,1
138476,19,1,7,7,8,11,100,365,198,19,1
138477,52,1,13,6,0,16,10,90,381,3,1
138478,65,1,16,20,0,4,10,365,786,11,1
138479,44,0,45,5,9,26,100,30,329,28,1
138480,47,1,15,18,3,28,10,365,612,10,1
138481,56,0,20,1,1,15,10,30,340,22,1
138482,25,0,6,19,7,14,50,90,920,8,1
138483,49,0,18,3,2,22,10,365,425,30,1
138484,35,1,46,22,0,14,50,365,443,14,1
138485,21,0,57,5,2,5,50,90,373,22,1
138487,49,0,27,30,4,11,50,365,456,13,1
138488,48,0,39,6,6,2,10,90,758,3,1
138489,52,1,30,8,0,7,100,90,179,6,1
138490,54,1,47,4,6,7,50,365,757,27,1
138491,43,1,6,2,6,12,10,90,755,29,1
138492,41,0,19,20,8,11,50,365,930,12,1
138493,63,1,38,13,1,1,10,90,502,19,1
138494,43,1,2,25,4,5,100,30,784,13,1
138495,45,1,49,22,9,6,50,90,530,15,1
138496,29,1,50,30,5,21,100,30,571,11,1
138497,25,1,24,3,9,19,10,30,383,21,1
138498,21,0,22,10,6,26,100,365,794,10,1
138499,48,0,29,27,4,3,50,365,842,17,1
138500,41,1,12,5,5,27,50,365,315,23,1
138501,64,0,30,23,2,24,100,90,664,25,1
138502,44,0,35,9,7,25,50,365,374,2,1
138503,33,1,51,18,1,15,10,30,632,9,1
138504,60,0,14,15,2,24,100,365,169,10,1
138505,50,1,32,4,10,30,10,30,810,13,1
138506,46,0,12,21,2,11,10,30,721,12,1
138507,23,0,16,28,5,16,100,30,344,6,1
138508,25,1,9,13,9,13,50,30,828,10,1
138509,28,1,11,18,1,4,100,90,427,18,1
138510,31,0,14,30,10,21,100,365,652,12,1
138511,45,0,25,4,5,14,10,30,469,22,1
138512,42,1,19,15,0,27,50,365,805,19,1
138513,59,0,57,1,7,3,100,30,302,22,1
138514,33,0,59,14,7,9,100,365,603,3,1
138515,38,0,8,20,2,15,10,30,861,8,1
138516,48,1,49,19,3,28,50,90,655,14,1
138517,36,1,48,19,3,20,50,30,522,12,1
138519,63,1,17,6,8,23,100,90,760,13,1
138520,34,1,19,27,4,9,10,30,133,2,1
138521,36,0,16,24,9,26,50,30,321,24,1
138522,56,0,39,9,9,18,10,365,166,30,1
138523,23,0,50,8,9,5,10,365,169,20,1
138524,55,0,14,25,8,18,50,30,547,5,1
138525,28,1,20,2,7,3,100,365,839,8,1
138526,44,0,24,22,10,18,100,90,728,23,1
138527,53,0,10,26,8,5,100,365,179,13,1
138528,35,0,59,8,5,7,50,365,928,2,1
138529,32,1,53,6,5,11,50,365,331,28,1
138530,43,0,15,30,10,11,50,30,313,11,1
138531,63,1,21,2,2,14,10,30,715,13,1
138532,33,1,27,23,5,6,10,90,310,4,1
138533,65,1,9,14,1,25,50,90,206,9,1
138534,33,0,26,29,1,30,10,90,250,6,1
138535,55,1,14,29,9,24,10,90,756,11,1
138536,19,1,22,10,6,9,100,90,899,11,1
138537,23,0,10,15,5,22,50,90,758,19,1
138538,22,1,23,20,7,25,100,90,849,25,1
138539,63,0,18,28,4,22,100,90,767,19,1
138540,20,1,5,27,5,6,10,30,382,14,1
138541,44,1,10,14,8,8,50,365,624,7,1
138542,34,1,47,13,0,7,100,30,414,5,1
138543,36,0,30,21,6,18,10,365,905,29,1
138544,36,0,53,25,10,22,100,30,764,24,1
138545,29,1,35,5,2,30,100,30,455,3,1
138546,54,0,22,28,5,23,100,90,608,4,1
138547,52,0,46,24,9,23,100,365,747,16,1
138548,54,1,50,18,10,30,10,365,489,9,1
138549,30,0,31,28,1,16,100,30,820,25,1
138550,53,0,50,1,4,11,100,30,366,1,1
138551,35,0,7,6,6,17,10,365,235,19,1
138552,23,0,7,5,5,20,10,30,423,26,1
138553,63,0,33,29,2,11,10,365,481,8,1
138554,42,1,58,5,8,20,50,30,357,5,1
138555,19,1,33,19,3,15,10,30,282,20,1
138556,42,1,9,26,6,26,10,90,521,29,1
138557,56,1,48,4,4,18,100,30,781,10,1
138558,60,0,40,22,9,1,10,30,465,10,1
138559,51,0,17,30,6,2,50,30,559,16,1
138560,21,1,15,18,4,6,100,90,889,7,1
138561,48,0,5,26,10,13,100,30,319,16,1
138562,57,1,3,2,8,30,100,365,113,5,1
138563,26,0,38,21,0,2,10,365,630,28,1
138564,46,0,11,23,5,14,50,365,865,7,1
138565,57,0,51,14,0,27,10,30,652,2,1
138566,23,1,16,4,0,0,10,90,692,15,1
138567,64,0,37,5,1,9,50,30,903,10,1
138568,47,1,18,10,9,12,50,90,209,18,1
138570,35,1,44,6,7,28,50,365,202,9,1
138571,49,1,22,8,10,11,50,365,933,11,1
138572,62,1,6,5,3,16,50,90,503,19,1
138573,43,0,47,8,8,11,100,90,268,11,1
138574,43,0,49,15,6,19,100,90,710,17,1
138575,22,0,26,27,9,10,50,90,914,12,1
138576,61,1,55,29,3,3,100,30,139,3,1
138577,31,1,49,17,3,16,10,365,351,30,1
138578,55,0,45,28,6,27,50,365,358,10,1
138580,63,1,25,21,3,5,50,365,823,16,1
138581,51,1,11,17,8,7,50,90,204,29,1
138582,27,1,50,6,3,0,50,30,696,19,1
138583,36,0,8,26,2,0,100,90,289,29,1
138584,59,1,46,23,0,19,50,30,243,11,1
138585,53,0,52,30,5,25,100,30,109,3,1
138586,53,1,28,1,3,17,100,365,555,17,1
138587,18,0,9,16,2,12,10,30,300,22,1
138588,35,0,26,8,9,16,50,365,639,17,1
138589,43,1,44,1,6,21,100,90,565,28,1
138590,54,0,52,22,2,14,10,30,921,21,1
138591,51,0,26,15,3,3,100,365,553,13,1
138592,36,0,5,2,0,8,50,30,167,22,1
138593,44,1,6,25,0,30,10,30,518,2,1
138594,33,0,53,3,5,6,100,30,801,18,1
138595,62,0,49,9,7,2,100,365,161,28,1
138596,59,1,39,6,1,20,10,365,895,23,1
138597,20,0,50,4,4,13,50,30,166,3,1
138598,33,0,53,20,3,6,50,365,148,29,1
138599,56,0,18,28,3,19,10,365,532,13,1
138600,34,1,23,1,2,11,50,30,746,5,1
138601,42,1,40,23,5,7,100,365,223,24,1
138602,51,0,38,17,1,30,100,365,685,8,1
138603,49,0,50,23,3,27,50,90,862,15,1
138604,59,1,3,3,4,25,50,365,989,12,1
138605,43,0,37,19,6,10,50,365,585,4,1
138606,24,1,39,6,2,28,100,365,193,27,1
138607,33,1,40,10,10,21,10,365,146,15,1
138608,18,0,11,25,3,21,50,90,585,27,1
138609,52,0,13,10,8,28,50,365,646,1,1
138610,61,1,18,8,1,6,50,30,797,11,1
138611,63,0,27,24,8,28,10,365,665,24,1
138612,27,1,12,18,5,8,100,30,809,28,1
138613,54,1,54,5,2,5,100,365,503,1,1
138614,21,1,43,19,6,1,10,90,121,28,1
138615,57,0,48,13,0,27,100,90,655,29,1
138616,37,1,47,16,1,17,50,90,222,16,1
138617,64,1,59,10,9,16,10,90,131,8,1
138618,39,0,17,28,7,29,50,90,577,19,1
138619,36,1,34,12,4,29,50,30,528,30,1
138620,23,0,60,13,4,25,10,365,659,9,1
138621,54,0,19,2,5,10,10,30,340,3,1
138622,65,0,3,27,9,18,100,365,612,1,1
138623,44,0,57,20,10,4,50,30,669,26,1
138624,20,1,60,17,5,8,100,30,717,28,1
138625,37,0,58,15,3,7,100,90,684,16,1
138626,39,0,40,27,0,21,100,365,516,11,1
138627,34,1,46,28,6,24,10,30,660,28,1
138629,49,1,8,21,6,12,100,365,132,5,1
138630,35,1,21,16,4,17,100,30,291,17,1
138631,61,1,42,29,7,30,10,90,909,18,1
138632,60,1,54,9,2,20,10,365,919,5,1
138633,58,1,10,8,10,26,100,365,735,24,1
138634,28,0,28,14,7,2,50,365,508,11,1
138635,46,1,11,5,8,8,10,365,525,26,1
138636,23,1,24,11,0,2,50,30,130,13,1
138637,63,1,46,26,6,30,50,30,774,17,1
138638,49,1,35,5,8,23,10,90,790,15,1
138639,52,1,52,4,3,21,10,90,833,3,1
138640,22,0,60,29,1,15,100,90,284,3,1
138641,39,1,30,30,6,5,10,30,856,28,1
138642,29,0,26,23,8,16,50,365,612,27,1
138643,65,1,14,11,5,6,100,30,167,7,1
138644,54,1,16,20,4,17,50,30,112,11,1
138645,32,0,12,12,7,30,100,30,319,4,1
138646,58,1,45,8,6,24,100,30,568,2,1
138647,26,1,26,12,3,25,50,90,642,20,1
138648,51,1,35,9,1,25,10,365,644,7,1
138649,23,0,26,27,7,26,10,30,950,4,1
138650,51,1,58,9,2,13,100,90,472,6,1
138651,40,0,20,15,9,29,10,365,869,15,1
138652,18,0,56,26,5,6,50,365,135,27,1
138653,32,0,38,18,8,5,50,30,526,23,1
138654,23,1,42,28,10,8,10,365,185,14,1
138655,64,1,13,22,0,3,50,90,349,15,1
138656,18,1,10,24,10,27,10,365,642,8,1
138657,55,0,40,5,8,14,100,30,729,15,1
138658,21,0,45,8,6,19,10,90,366,7,1
138660,34,0,13,10,1,18,100,30,817,30,1
138661,35,0,21,19,7,23,100,30,401,16,1
138663,22,1,34,30,3,30,100,90,509,9,1
138664,40,0,33,16,1,2,50,365,631,20,1
138665,29,0,27,3,6,5,10,30,639,8,1
138666,56,0,51,19,5,27,100,30,421,8,1
138667,65,1,47,18,10,17,10,365,379,5,1
138668,60,1,36,24,5,16,100,90,384,18,1
138669,36,1,21,18,5,11,100,30,331,6,1
138670,56,1,49,7,5,0,50,90,105,2,1
138671,49,1,47,30,1,10,10,90,360,3,1
138673,52,0,46,27,10,7,100,365,660,7,1
138674,38,1,54,28,5,15,10,30,774,10,1
138675,59,0,24,9,1,24,50,90,982,26,1
138676,53,0,49,18,9,12,50,30,807,13,1
138677,53,1,22,11,4,28,100,30,961,7,1
138678,44,0,42,12,10,30,100,90,143,1,1
138679,24,0,29,24,7,4,10,30,409,7,1
